,Date,Ticker,Url,headline,source,snippet
3,1 week ago,MSFT,"https://in.investing.com/news/dell-tech-earnings-revenue-beat-in-q3-3427749"" ","Dell Tech earnings, Revenue beat in Q3",Investing.com,"Dell Tech shares gained 2.77% in after-hours trade the report. ... 
Microsoft had beat expectations on Tuesday, October 25, 2022 with first..."
4,1 week ago,MSFT,"https://in.investing.com/news/aurora-mobile-earnings-beat-revenue-misses-in-q3-3430415"" ","Aurora Mobile earnings beat, Revenue misses in Q3",Investing.com,"Aurora Mobile shares are down 13% from the beginning of the year and ... 
Microsoft had beat expectations on Tuesday, October 25, 2022 with..."
5,2 weeks ago,MSFT,"https://www.benzinga.com/news/22/11/29710695/microsofts-debt-overview"" ",Microsoft's Debt Overview - Microsoft (NASDAQ:MSFT),Benzinga,"Shares of Microsoft Inc. ... Based on Microsoft's financial statement as of 
October 25, 2022, long-term debt is at $45.37 billion and..."
6,1 month ago,MSFT,"https://www.wsj.com/livecoverage/stock-market-news-today-10-25-2022/card/microsoft-stock-after-hours-tuesday-2YA8WqmknYRreSnjGaD4"" ",Microsoft Stock Falls in After-Hours Trading After Reporting ...,The Wall Street Journal,"Shares of software giant Microsoft edged lower after hours as investors 
digested the company's quarterly results, reported after the bell."
7,3 weeks ago,MSFT,"https://www.morningstar.com/news/dow-jones/2022111016020/microsoft-up-nearly-7-on-track-for-largest-percent-increase-since-april-2020-data-talk"" ","Microsoft Up Nearly 7%, On Track for Largest Percent ...",Morningstar,"--Would be highest close since Oct. 25, 2022, when it closed at $250.66 ... 
--10th most active stock in the Nasdaq 100 today."
8,2 weeks ago,MSFT,"https://in.investing.com/news/amplitech-earnings-revenue-beat-in-q3-3420698"" ","Amplitech earnings, Revenue beat in Q3",Investing.com,"Amplitech shares gained 1.25% in after-hours trade the report. ... 
Microsoft had beat expectations on Tuesday, October 25, 2022 with first..."
9,1 month ago,MSFT,"https://seekingalpha.com/news/3894932-microsoft-results"" ","Microsoft shares slip despite earnings, revenue topping ...",Seeking Alpha,"Microsoft shares slip despite earnings, revenue topping forecasts. Oct. 25, 
2022 4:23 PM ETMicrosoft Corporation (MSFT)By: Rex Crum, SA News Editor30..."
0,3 weeks ago,MSFT,"https://stocknews.com/news/csco-hca-cve-3-stocks-you-can-buy-to-supercharge-your-portfolio-right/"" ",CSCO: 3 Stocks You Can Buy to Supercharge Your Portfolio ...,StockNews,"On October 12, 2022, CSCO and Microsoft Corporation (MSFT) announced their 
partnership at ... payable to shareholders on October 26, 2022."
1,4 days ago,MSFT,"https://stocknews.com/news/csco-brdcy-kt-3-upgraded-stocks-to-check-out-this-week/"" ",CSCO: 3 Upgraded Stocks to Check out This Week,StockNews,"On October 12, CSCO and tech giant Microsoft Corporation (MSFT) announced 
... It paid a quarterly dividend of $0.38 on October 26, 2022."
2,4 weeks ago,MSFT,"https://finance.yahoo.com/news/8-things-to-know-about-elon-musk-and-twitter-113056331.html"" ",8 things to know about Elon Musk and Twitter: Morning Brief,Yahoo Finance,"I'm at a press conference with Microsoft President Brad Smith and ... Elon 
is seemingly bound and determined to dominate the news cycle."
3,1 month ago,MSFT,"https://www.wsj.com/livecoverage/stock-market-news-today-10-26-2022/card/big-tech-stocks-fall-after-microsoft-alphabet-report-earnings-z7pcSvMsrbHVhHN477uf"" ",Microsoft and Google's Parent Alphabet Lead Tech Stocks ...,Wall Street Journal,"Shares of both companies fell in after-hours trading Tuesday and continued 
to slide Wednesday morning. Both were recently down more than 7%."
4,1 month ago,MSFT,"https://finance.yahoo.com/news/alphabet-nasdaq-googl-microsoft-nasdaq-183029845.html"" ","Alphabet (Nasdaq: GOOGL), Microsoft (Nasdaq: MSFT) and Other Tech Giants 
hit by Slowing Growth and Rising Costs - Our Takes on Big Tech Earnings",Yahoo Finance,"While the broader market shrugged off the news, the Nasdaq lagged as some 
... If that turns out to be correct the stock ticks all the Simply..."
5,1 month ago,MSFT,"https://in.investing.com/news/nasdaq-futures-down-185-pts-weak-reports-from-alphabet-microsoft-weigh-3391272"" ",Nasdaq Futures Down 185 Pts; Weak Reports From Alphabet ...,Investing.com,"Nasdaq Futures Down 185 Pts; Weak Reports From Alphabet, Microsoft Weigh. 
Investing.com; Stock Market News; 2022-10-26 10:54. Nasdaq Futures Down 185 
Pts;..."
6,1 month ago,MSFT,"https://seekingalpha.com/news/3895392-microsoft-stock-slides-amd-near-term-headwinds-but-wall-street-still-bullish"" ","Microsoft stock slides amid near-term headwinds, but Wall ...",Seeking Alpha,"We believe reset and remain positive on MSFT,"" Ives said. Barclays analyst 
Raimo Lenschow, who keeps his Overweight on the stock, noted the drop..."
7,1 month ago,MSFT,"https://www.wsj.com/livecoverage/stock-market-news-today-10-26-2022/card/the-heard-on-the-street-recap-googling-bloodbath--MtTv7NFCAdW3KsT0AzHX"" ",The Heard on the Street Recap: Googling 'Bloodbath',The Wall Street Journal,"Only a seriously bad set of results from two of the most valuable companies 
in the world. Quarterly results from Google and Microsoft, both..."
8,1 month ago,MSFT,"https://seekingalpha.com/article/4549037-is-microsoft-stock-price-ready-for-takeoff-technical-analysis"" ",Is Microsoft Stock Price Ready For Takeoff (Technical Analysis ...,Seeking Alpha,"Fundamental estimates show substantial revenue and profitable growth. 
Microsoft's market cap is expected to explode 3x within a few years. 
Other..."
9,3 weeks ago,MSFT,"https://www.spiceworks.com/tech/tech-general/news/meta-salesforce-announce-layoffs/"" ",More Than 11000 Meta and Hundreds of Salesforce ...,Spiceworks,"Year-to-date, Meta's stock has declined by 71.50%, with a 24.55% single-day 
drop observed on October 26, 2022, the day of its Q3 2022..."
0,1 week ago,MSFT,"https://stocknews.com/news/msft-vrtx-cnc-a-mye-the-5-best-stocks-to-invest-in-for-the-long/"" ",MSFT: The 5 Best Stocks to Invest in for the Long Term,StockNews.com,"MSFT's shares have gained marginally intraday to close the last trading ... 
On October 27, 2022, Reshma Kewalramani, VRTX's M.D., CEO,..."
1,3 weeks ago,MSFT,"https://seekingalpha.com/article/4554856-amazon-buying-opportunity-in-the-making"" ",Amazon: Buying Opportunity In The Making (NASDAQ:AMZN),Seeking Alpha,"In my opinion, Amazon stock will go lower in the coming months and ... in 
the days since earnings were reported on October 27, 2022."
2,1 month ago,MSFT,"https://www.fidelity.co.uk/markets-insights/investing-ideas/shares/are-technology-stocks-set-to-turn-higher/"" ",Are technology stocks set to turn higher?,Fidelity International,"YOU used to be able to tell a true growth stock from the rest. ... News of 
that put shares into a mini tailspin on Wednesday,..."
3,1 month ago,MSFT,"https://www.nasdaq.com/articles/stock-market-news-for-oct-27-2022"" ","Stock Market News for Oct 27, 2022",Nasdaq,"Stock Market News for Oct 27, 2022. October 27, 2022 — 09:32 am EDT. 
Written by Zacks Equity Research for ... Microsoft's shares fell 7.7% on 
the report."
4,1 month ago,MSFT,"https://www.moneycontrol.com/news/business/big-tech-tumbles-as-results-set-off-alarm-bells-9395861.html"" ",Big Tech tumbles as results set off alarm bells,Moneycontrol,"Gloomy results from Alphabet and Microsoft stoked fears of a global 
economic downturn and derailed an earnings-led surge in stock markets on..."
5,1 month ago,MSFT,"https://in.investing.com/analysis/microsoft-earnings-show-companys-resilience-offer-a-buying-opportunity-200547555"" ","Microsoft Earnings Show Company's Resilience, Offer A ...",Investing.com,"Microsoft's Azure cloud computing business is the company's most ... Like 
many others, Microsoft stock has been battered this year in light..."
6,1 month ago,MSFT,"https://simplywall.st/stocks/us/software/nasdaq-msft/microsoft/news/microsoft-first-quarter-2023-earnings-eps-beats-expectations"" ",Microsoft First Quarter 2023 Earnings: EPS Beats Expectations,Simply Wall St,"EPS: US$2.35 (down from US$2.73 in 1Q 2022). earnings-and-revenue-growth 
NasdaqGS:MSFT Earnings and Revenue Growth October 27th 2022. All..."
7,1 month ago,MSFT,"https://www.businesstoday.in/markets/global-markets/story/sp-500-ends-lower-snapping-rally-on-mounting-slowdown-fears-microsoft-alphabet-shares-tank-350881-2022-10-27"" ","S&amp;P 500 ends lower, snapping rally on mounting slowdown fears; Microsoft, 
Alphabet shares tank",Business Today,"The blue-chip Dow eked out a nominal gain. Microsoft and Alphabet shares 
tanked, falling 7.7% and 9.1%, respectively. Those downbeat reports..."
8,1 month ago,MSFT,"https://www.fool.com/investing/2022/10/27/better-gaming-stock-microsoft-vs-amd/"" ",Better Gaming Stock: Microsoft vs. AMD,The Motley Fool,"Better Gaming Stock: Microsoft vs. AMD. By Dani Cook – Oct 27, 2022 at 
8:08AM. Key Points. The tech and PC gaming industries have been hit hard in 
2022."
9,1 month ago,MSFT,"https://www.moneycontrol.com/news/business/markets/world-stocks-slip-from-5-week-peak-as-dollar-continues-retreat-9395791.html"" ",World stocks slip from 5-week peak as dollar continues retreat,Moneycontrol,"News that the British government's plan to repair the country's public ... 
earnings and warnings from Microsoft Corp and Alphabet Inc."
0,1 day ago,MSFT,"https://stocknews.com/news/msft-dell-jnpr-microsoft-dell-and-1-other-tech-stock-to-add-to/"" ","MSFT: Microsoft, Dell, and 1 Other Tech Stock to Add to Your ...",StockNews,"Microsoft, Dell, and 1 Other Tech Stock to Add to Your Portfolio This Week. 
NASDAQ: MSFT | Microsoft Corp. News, Ratings, and Charts."
1,3 weeks ago,MSFT,"https://www.tipranks.com/news/game-on-activision-blizzard-beats-q3-estimates-optimistic-on-microsoft-deal"" ",Game On: Activision Blizzard Beats Q3 Estimates; Optimistic ...,TipRanks,"ATVI – MSFT Deal. Activision Blizzard shares were muted in Monday's 
extended trading session as investors seemed to be more interested in the..."
2,1 month ago,MSFT,"https://www.indmoney.com/articles/us-stocks/us-stock-market-this-week-28-oct-22"" ",Stock Market This Week (US): Check out the key highlights in ...,INDmoney,"Stock Market This Week (US): Why did Dow Jones rally 6% this week? ... 
Shares of Alphabet dropped nearly 9%, while Microsoft declined 7.7%."
3,1 month ago,MSFT,"https://seekingalpha.com/article/4550314-microsoft-my-highest-conviction-stock"" ",Microsoft Stock: My Highest Conviction Stock (NASDAQ:MSFT),Seeking Alpha,"Microsoft: My Highest Conviction Stock. Oct. 28, 2022 9:08 AM ETMicrosoft 
Corporation (MSFT)21 Comments 24 Likes. Growth And Value Trading profile 
picture."
4,1 week ago,MSFT,"https://reutersinstitute.politics.ox.ac.uk/changing-newsrooms-2022-media-leaders-embrace-hybrid-work-despite-challenges"" ",Changing Newsrooms 2022: media leaders embrace hybrid ...,Reuters Institute,"This report is based on a survey of a strategic sample of news industry 
leaders, completed between 27 September and 28 October 2022,..."
5,4 weeks ago,MSFT,"https://www.fool.com/investing/2022/11/05/amazon-apple-and-other-hot-names-investors-are-wat/"" ","Amazon, Apple, and Other Hot Names Investors Are Watching",The Motley Fool,"Chris Hill: Microsoft brought in more than $50 billion in revenue in the 
first quarter, but shares of the software giant are down a bit this..."
6,1 month ago,MSFT,"https://www.fool.com/investing/2022/10/28/is-microsoft-stock-a-buy-now/"" ",Is Microsoft Stock a Buy Now?,The Motley Fool,"Is Microsoft Stock a Buy Now? By Leo Sun – Oct 28, 2022 at 6:10AM. Key 
Points. Microsoft's Q1 report easily beat analysts' expectations."
7,1 week ago,MSFT,"https://www.telecomtv.com/content/digital-platforms-services/vmware-reports-fiscal-year-2023-third-quarter-results-46022/"" ",VMware Reports Fiscal Year 2023 Third Quarter Results,TelecomTV,"VMware extended its ongoing collaboration with Microsoft to help customers 
... $61 Billion in Cash and Stock,” available on news.vmware.com."
8,1 month ago,MSFT,"https://www.fool.com/investing/2022/10/28/why-is-microsoft-stock-falling-after-earnings/"" ",Why Is Microsoft Stock Falling After Earnings?,The Motley Fool,"Why Is Microsoft Stock Falling After Earnings? By Parkev Tatevosian, CFA – 
Oct 28, 2022 at 8:00AM. You're reading a free article with opinions that 
may..."
9,1 month ago,MSFT,"https://www.nasdaq.com/articles/stock-market-news-for-oct-28-2022"" ","Stock Market News for Oct 28, 2022",Nasdaq,"Stock Market News for Oct 28, 2022 ... Shares of Microsoft Corporation MSFT 
declined 2%, while Netflix, Inc. NFLX declined 0.6%."
0,20 hours ago,MSFT,"https://www.marketscreener.com/quote/stock/CREDO-TECHNOLOGY-GROUP-HO-132401547/news/MANAGEMENT-S-DISCUSSION-AND-ANALYSIS-OF-FINANCIAL-CONDITION-AND-RESULTS-OF-42457058/"" ","MANAGEMENT'S DISCUSSION AND ANALYSIS OF FINANCIAL CONDITION AND RESULTS OF 
OPERATIONS",MarketScreener,"Microsoft that helps realize Microsoft's vision for a network- ... October 
29, 2022 October 31, 2021 October 29, 2022 October 31, 2021"
1,4 days ago,MSFT,"https://stocknews.com/news/csco-brdcy-kt-3-upgraded-stocks-to-check-out-this-week/"" ",CSCO: 3 Upgraded Stocks to Check out This Week,StockNews,"On October 12, CSCO and tech giant Microsoft Corporation (MSFT) announced 
their ... In the fiscal 2023 first quarter ended October 29, 2022,..."
2,1 month ago,MSFT,"https://seekingalpha.com/article/4550314-microsoft-my-highest-conviction-stock"" ",Microsoft Stock: My Highest Conviction Stock (NASDAQ:MSFT),Seeking Alpha,"This involves all income related to Xbox hardware, content, and 
subscriptions. Finally, search and news advertising is also included, which 
will..."
3,1 month ago,MSFT,"https://www.fool.com/investing/2022/10/29/could-microsoft-stock-help-you-retire-a-millionair/"" ",Could Microsoft Stock Help You Retire A Millionaire?,The Motley Fool,"Could Microsoft Stock Help You Retire A Millionaire? By Demitri 
Kalogeropoulos – Oct 29, 2022 at 8:58AM. Key Points. Microsoft has a good 
foothold in..."
4,1 week ago,MSFT,"https://www.prnewswire.co.uk/news-releases/addition-of-ai-software-for-safety-drone-market-offers-lucrative-opportunities-through-2027-301685738.html"" ",Addition Of AI Software For Safety Drone Market Offers ...,PR Newswire UK,"FinancialNewsMedia.com News Commentary ... Corporation (NYSE: LMT) Lockheed 
Martin and Microsoft recently announced a landmark expansion of..."
5,1 month ago,MSFT,"https://www.indmoney.com/articles/us-stocks/us-stock-market-this-week-28-oct-22"" ",Stock Market This Week (US): Check out the key highlights in ...,INDmoney,"Stock Market This Week (US): Why did Dow Jones rally 6% this week? ... 
Shares of Alphabet dropped nearly 9%, while Microsoft declined 7.7%."
6,1 month ago,MSFT,"https://seekingalpha.com/article/4550059-google-vs-microsoft-which-is-the-better-choice"" ",Google Vs. Microsoft: Which Stock Is The Better Choice?,Seeking Alpha,"My DCF Model shows an upside of 25.90% for Alphabet and an upside of 19.50% 
for Microsoft. At the companies' current stock prices, I expect a..."
7,1 month ago,MSFT,"https://www.businessinsider.in/stock-market/news/tech-earnings-just-flopped-from-amazon-to-meta-and-microsoft-here-are-the-biggest-takeaways/articleshow/95167168.cms"" ","Tech earnings just flopped. From Amazon to Meta and Microsoft, here are the 
biggest takeaways",Business Insider India,"From Amazon to Meta and Microsoft, here are the biggest takeaways. 
Advertisement. Phil Rosen. Oct 29, 2022, 23:17 IST. Tech earnings just 
flopped."
